PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,3,0,0,0.04,1,0.04
327,82,1,0,325.13,1,325.13
512,98,3,0,184.36,1,184.36
661,115,4,0,148.87,1,148.87
808,122,4,0,146.3,1,146.3
936,128,5,0,127.77,1,127.77
1054,158,6,0,117.82,1,117.82
1163,157,7,0,108.39,1,108.39
1266,159,7,0,102.97,1,102.97
1369,163,8,0,102.36,1,102.36
1473,149,8,0,103.19,1,103.19
1575,170,9,0,101.5,1,101.5
1673,168,10,0,97.86,1,97.86
1768,188,10,0,94.38,1,94.38
1854,183,11,0,85.74,1,85.74
1948,174,11,0,93.61,1,93.61
2040,195,12,0,90.96,1,90.96
2151,204,13,0,110.29,2,55.14
2277,204,13,0,124.49,2,62.25
2394,228,14,1,115.56,2,57.78
2507,252,15,2,111.36,2,55.68
2622,255,16,3,114.48,2,57.24
2728,242,16,3,104.32,2,52.16
2836,237,17,3,107.76,2,53.88
2938,238,17,3,101.62,2,50.81
3052,222,18,3,112.22,2,56.11
3166,240,19,3,113.15,2,56.57
3279,230,20,3,112.9,2,56.45
3388,239,20,5,108.68,2,54.34
3504,248,21,5,115.34,2,57.67
3617,249,22,6,111.96,2,55.98
3723,287,22,6,105.56,2,52.78
3824,293,23,6,100.96,2,50.48
3923,290,23,6,98.85,2,49.42
4036,303,24,7,111.04,3,37.01
4162,310,25,8,125.92,3,41.97
4290,313,26,9,126.93,3,42.31
4409,331,26,10,117.69,3,39.23
4529,326,27,10,118.71,3,39.57
4642,345,28,11,110.89,3,36.96
4753,367,29,11,110.47,3,36.82
4861,371,29,11,106.77,3,35.59
4970,352,30,12,108.74,3,36.25
5076,365,30,12,105.19,3,35.06
5184,349,31,12,108.0,3,36.0
5303,335,32,13,117.56,3,39.19
5416,354,33,14,112.67,3,37.56
5527,371,33,14,108.86,3,36.29
5626,374,34,14,98.88,3,32.96
5732,372,34,16,104.28,3,34.76
5842,380,35,17,107.44,3,35.81
5944,380,36,17,99.75,3,33.25
6049,381,36,17,104.32,3,34.77
6154,372,37,17,104.15,3,34.72
6261,369,38,18,106.64,3,35.55
6365,384,38,19,102.36,3,34.12
6467,379,39,19,100.18,3,33.39
6574,375,40,20,105.09,3,35.03
6675,376,40,21,99.73,3,33.24
6779,370,41,22,102.94,3,34.31
6884,365,42,23,104.46,3,34.82
6988,375,42,23,103.49,3,34.5
7093,384,43,23,103.08,3,34.36
7191,387,43,24,97.59,3,32.53
7295,406,44,24,103.99,4,26.0
7401,388,45,25,104.39,3,34.8
7506,397,45,25,102.99,3,34.33
7628,414,46,26,119.4,4,29.85
7750,398,47,26,119.9,3,39.97
7871,410,48,28,119.41,4,29.85
7987,425,48,28,115.95,4,28.99
8102,417,49,29,112.68,4,28.17
8229,415,50,30,125.02,4,31.26
8342,419,50,31,112.61,4,28.15
8456,416,51,31,113.24,4,28.31
8572,431,52,31,114.27,4,28.57
8691,427,53,32,117.05,4,29.26
8813,420,53,34,120.79,4,30.2
8928,441,54,35,113.32,4,28.33
9040,463,55,35,108.95,4,27.24
9146,473,55,35,105.33,4,26.33
9251,468,56,38,104.46,4,26.11
9359,461,57,38,107.69,4,26.92
9476,436,57,39,115.65,4,28.91
9592,443,58,39,115.78,4,28.94
9706,452,59,41,113.19,4,28.3
9815,470,59,41,108.8,4,27.2
