PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
111,39,2,0,110.95,1,110.95
349,81,8,0,237.24,1,237.24
535,96,13,0,185.5,1,185.5
690,104,16,0,154.54,1,154.54
838,121,20,0,147.8,1,147.8
973,122,23,0,134.04,1,134.04
1102,132,26,0,128.93,1,128.93
1212,159,29,0,109.12,1,109.12
1313,186,32,0,100.31,1,100.31
1408,171,34,0,94.68,1,94.68
1507,172,36,0,98.07,1,98.07
1607,170,39,0,99.53,1,99.53
1701,174,41,0,93.66,1,93.66
1792,192,43,0,90.76,1,90.76
1882,185,45,0,89.42,1,89.42
1971,202,48,0,88.06,1,88.06
2059,196,50,0,87.81,1,87.81
2141,204,52,0,81.47,1,81.47
2222,220,54,0,80.01,1,80.01
2298,222,56,0,75.13,1,75.13
2371,237,57,0,72.92,1,72.92
2446,211,59,0,74.9,1,74.9
2526,216,61,0,79.53,1,79.53
2602,222,63,0,75.13,1,75.13
2676,229,65,0,73.59,1,73.59
2747,235,67,0,70.43,1,70.43
2819,234,68,0,71.28,1,71.28
2894,219,70,0,74.46,1,74.46
2973,208,72,0,78.48,1,78.48
3054,198,74,0,80.72,1,80.72
3139,189,76,0,84.44,1,84.44
3229,175,78,0,89.77,1,89.77
3321,183,81,0,91.45,1,91.45
3416,179,83,0,94.96,1,94.96
3513,169,85,0,96.41,1,96.41
3610,157,88,0,96.68,1,96.68
3724,137,90,0,113.59,1,113.59
3856,111,94,0,131.92,1,131.92
4096,0,100,0,252.95,1,252.95
4096,0,100,0,0.0,1,0.0
4096,0,100,0,0.0,1,0.0
4096,0,100,0,0.0,1,0.0
4096,0,100,0,0.0,1,0.0
4096,0,100,0,0.0,1,0.0
