PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
257,360,2,0,255.96,1,255.96
1481,1480,14,0,1223.24,1,1223.24
2184,2009,21,0,702.11,1,702.11
2741,2418,27,0,556.69,1,556.69
3225,2714,32,0,483.83,1,483.83
3665,2949,36,0,439.0,1,439.0
4078,3062,40,0,412.47,1,412.47
4482,3159,44,0,403.09,1,403.09
4868,3322,48,0,385.21,1,385.21
5238,3344,52,0,369.26,1,369.26
5615,3340,56,0,376.78,1,376.78
5989,3367,59,0,373.11,1,373.11
6367,3279,63,0,377.67,1,377.67
6763,3059,67,0,395.63,1,395.63
7198,2723,71,0,434.27,1,434.27
7696,2304,76,0,497.52,1,497.52
8320,1680,83,0,623.57,1,623.57
9353,647,93,0,1032.57,1,1032.57
10000,0,100,0,3028.23,1,3028.23
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
