PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,3,0,0,0.04,1,0.04
512,54,3,0,510.54,1,510.54
821,70,5,0,308.29,1,308.29
1081,82,6,0,259.71,1,259.71
1309,89,7,0,227.34,1,227.34
1525,95,9,0,215.87,1,215.87
1729,101,10,0,203.73,1,203.73
1920,103,11,0,190.19,1,190.19
2103,114,12,0,182.19,1,182.19
2277,118,13,0,173.74,1,173.74
2443,124,14,0,165.1,1,165.1
2602,134,15,0,158.04,1,158.04
2754,136,16,0,151.87,1,151.87
2906,133,17,0,151.77,1,151.77
3052,137,18,0,145.57,1,145.57
3196,139,19,0,143.6,1,143.6
3337,147,20,0,140.05,1,140.05
3476,145,21,0,138.99,1,138.99
3613,152,22,0,136.96,1,136.96
3745,151,22,0,131.4,1,131.4
3873,154,23,0,127.95,1,127.95
4005,154,24,0,131.68,1,131.68
4131,166,25,0,125.48,1,125.48
4255,163,25,0,123.8,1,123.8
4379,170,26,0,123.63,1,123.63
4498,166,27,0,118.52,1,118.52
4618,170,28,0,119.26,1,119.26
4735,176,28,0,116.02,1,116.02
4850,177,29,0,114.33,1,114.33
4961,178,30,0,110.3,1,110.3
5071,188,30,0,109.98,1,109.98
5181,180,31,0,109.73,1,109.73
5294,185,32,0,112.87,1,112.87
5402,183,32,0,107.56,1,107.56
5512,189,33,0,109.36,1,109.36
5619,190,34,0,106.06,1,106.06
5727,189,34,0,107.03,1,107.03
5834,194,35,0,106.41,1,106.41
5939,192,36,0,104.41,1,104.41
6045,193,36,0,105.18,1,105.18
6151,192,37,0,105.72,1,105.72
6255,199,38,0,103.14,1,103.14
6354,196,38,0,98.15,1,98.15
6456,203,39,0,101.96,2,50.98
6559,201,40,1,102.24,1,102.24
6676,199,40,1,116.36,1,116.36
6805,211,41,1,128.46,2,64.23
6943,205,42,1,136.97,2,68.48
7080,210,43,4,136.71,2,68.35
7212,213,44,6,130.75,2,65.38
7347,214,44,9,134.21,2,67.11
7487,215,45,11,138.6,2,69.3
7622,219,46,14,134.09,2,67.05
7752,217,47,16,128.15,2,64.08
7891,219,48,17,138.46,2,69.23
8030,214,49,18,138.13,2,69.06
8163,226,49,19,131.32,2,65.66
8298,226,50,20,132.87,2,66.43
8429,232,51,21,130.43,2,65.21
8561,233,52,22,131.91,2,65.95
8692,236,53,22,130.36,2,65.18
8824,240,53,22,130.62,2,65.31
8944,234,54,22,119.05,2,59.53
9076,237,55,22,131.04,2,65.52
9202,237,56,24,125.89,2,62.94
9325,241,56,27,121.72,2,60.86
9449,244,57,28,123.89,2,61.95
9570,249,58,30,120.91,2,60.45
9690,244,59,32,119.02,2,59.51
9818,247,59,32,127.24,2,63.62
9940,255,60,32,121.28,2,60.64
10056,248,61,32,115.49,2,57.74
10175,255,62,33,119.0,2,59.5
10292,252,62,34,116.67,2,58.33
10412,254,63,34,118.9,2,59.45
10515,252,64,35,102.04,2,51.02
10628,256,64,36,112.76,2,56.38
10736,260,65,36,107.63,2,53.81
10854,260,66,36,117.32,2,58.66
10972,260,66,36,117.6,2,58.8
11092,265,67,36,119.55,2,59.78
11206,272,68,36,112.97,2,56.48
11321,267,69,37,114.48,2,57.24
11441,272,69,37,119.19,2,59.6
11549,277,70,37,107.54,2,53.77
11661,271,71,37,111.22,2,55.61
11774,272,71,38,112.68,2,56.34
11880,274,72,38,104.64,2,52.32
11995,272,73,40,114.95,2,57.47
12108,276,73,40,111.86,2,55.93
12219,277,74,41,109.96,2,54.98
12332,276,75,42,112.15,2,56.07
12438,281,75,42,105.57,2,52.78
12546,287,76,42,107.18,2,53.59
12656,271,77,42,109.36,2,54.68
12768,265,77,43,111.33,2,55.67
12885,261,78,43,115.78,2,57.89
13006,255,79,43,120.68,2,60.34
13134,241,80,44,127.73,2,63.87
13267,231,80,45,131.57,2,65.78
13404,214,81,46,136.06,2,68.03
13550,200,82,46,145.37,1,145.37
13664,188,83,46,113.55,1,113.55
13772,185,84,46,107.7,1,107.7
13881,186,84,46,108.62,1,108.62
13994,172,85,46,112.67,1,112.67
14114,170,86,46,119.18,1,119.18
14236,157,86,46,121.23,1,121.23
14365,150,87,46,128.86,1,128.86
14498,149,88,46,132.05,1,132.05
14638,141,89,46,139.24,1,139.24
14784,131,90,46,145.23,1,145.23
14946,121,91,46,161.33,1,161.33
15121,111,92,46,174.57,1,174.57
15309,100,93,46,187.08,1,187.08
15516,94,94,46,206.89,1,206.89
15742,81,96,46,225.45,1,225.45
16041,55,97,46,298.99,1,298.99
16384,0,100,46,541.56,1,541.56
16384,0,100,46,0.0,1,0.0
16384,0,100,46,0.0,1,0.0
16384,0,100,46,0.0,1,0.0
16384,0,100,46,0.0,1,0.0
16384,0,100,46,0.0,1,0.0
