PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
315,91,3,0,312.83,1,312.83
514,119,5,0,198.07,1,198.07
677,135,6,0,161.97,1,161.97
821,150,8,0,143.32,1,143.32
956,156,9,0,134.53,1,134.53
1083,169,10,0,126.29,1,126.29
1203,176,12,0,119.82,1,119.82
1322,185,13,0,118.27,1,118.27
1431,198,14,0,108.37,1,108.37
1539,191,15,0,107.74,1,107.74
1646,206,16,0,106.14,1,106.14
1745,215,17,0,98.42,1,98.42
1843,214,18,0,97.42,1,97.42
1939,215,19,0,95.21,1,95.21
2034,232,20,0,94.13,1,94.13
2124,237,21,0,89.77,1,89.77
2212,233,22,0,87.77,1,87.77
2300,244,23,0,87.62,1,87.62
2384,252,23,0,83.37,1,83.37
2467,253,24,0,82.44,1,82.44
2547,256,25,0,79.71,1,79.71
2627,261,26,0,79.57,1,79.57
2706,269,27,0,78.29,1,78.29
2783,268,27,0,76.71,1,76.71
2860,275,28,0,76.82,1,76.82
2936,279,29,0,75.04,1,75.04
3011,285,30,0,74.6,1,74.6
3085,285,30,0,73.96,1,73.96
3156,288,31,0,70.11,1,70.11
3229,284,32,0,72.26,1,72.26
3301,289,33,0,71.96,1,71.96
3373,292,33,0,71.86,1,71.86
3444,296,34,0,70.98,1,70.98
3514,301,35,0,69.87,1,69.87
3583,304,35,0,68.29,1,68.29
3651,305,36,0,67.44,1,67.44
3719,313,37,0,67.67,1,67.67
3786,318,37,0,66.02,1,66.02
3852,319,38,0,65.02,1,65.02
3917,323,39,0,64.22,1,64.22
3980,324,39,0,62.78,1,62.78
4044,327,40,0,63.97,1,63.97
4107,329,41,0,62.57,1,62.57
4169,331,41,0,61.74,1,61.74
4230,331,42,0,61.0,1,61.0
4293,332,42,0,62.58,1,62.58
4355,334,43,0,61.14,1,61.14
4417,340,44,0,61.92,1,61.92
4478,345,44,0,60.38,1,60.38
4538,358,45,0,59.51,1,59.51
4597,354,45,0,58.82,1,58.82
4657,342,46,0,59.13,1,59.13
4718,351,47,0,60.5,1,60.5
4778,351,47,0,59.16,1,59.16
4838,348,48,0,59.29,1,59.29
4898,350,48,0,59.17,1,59.17
4955,366,49,0,56.25,1,56.25
5013,357,50,0,57.01,1,57.01
5071,356,50,0,57.71,1,57.71
5127,360,51,0,55.58,1,55.58
5184,366,51,0,56.03,1,56.03
5240,366,52,0,55.04,1,55.04
5296,374,52,0,55.86,1,55.86
5350,373,53,0,53.5,1,53.5
5406,379,54,0,55.87,1,55.87
5459,375,54,0,52.64,1,52.64
5513,387,55,0,53.7,1,53.7
5567,381,55,0,53.89,1,53.89
5622,391,56,0,54.25,1,54.25
5675,399,56,0,52.04,1,52.04
5728,395,57,0,52.17,1,52.17
5781,400,57,0,52.92,1,52.92
5833,404,58,0,51.55,1,51.55
5885,398,58,0,51.46,1,51.46
5938,404,59,0,52.37,1,52.37
5989,404,59,0,50.96,1,50.96
6041,409,60,0,51.52,1,51.52
6091,406,60,0,49.93,1,49.93
6143,400,61,0,51.73,1,51.73
6196,400,61,0,52.3,1,52.3
6248,404,62,0,51.95,1,51.95
6300,404,63,0,51.39,1,51.39
6352,405,63,0,51.57,1,51.57
6404,410,64,0,51.38,1,51.38
6455,409,64,0,51.0,1,51.0
6505,407,65,0,49.92,1,49.92
6555,412,65,0,49.65,1,49.65
6607,405,66,0,51.43,1,51.43
6659,409,66,0,51.36,1,51.36
6710,408,67,0,50.69,1,50.69
6761,407,67,0,50.51,1,50.51
6813,407,68,0,51.02,1,51.02
6863,417,68,0,49.89,1,49.89
6913,411,69,0,49.1,1,49.1
6964,416,69,0,50.53,1,50.53
7015,411,70,0,50.46,1,50.46
7066,407,70,0,50.41,1,50.41
7118,408,71,0,51.58,1,51.58
7170,396,71,0,51.28,1,51.28
7223,394,72,0,52.78,1,52.78
7277,394,72,0,53.09,1,53.09
7330,394,73,0,52.24,1,52.24
7385,390,73,0,54.18,1,54.18
7439,389,74,0,53.6,1,53.6
7493,391,74,0,53.77,1,53.77
7548,387,75,0,54.77,1,54.77
7602,382,76,0,53.42,1,53.42
7657,379,76,0,54.51,1,54.51
7714,369,77,0,56.49,1,56.49
7772,364,77,0,57.41,1,57.41
7831,360,78,0,58.68,1,58.68
7889,353,78,0,57.95,1,57.95
7950,347,79,0,60.33,1,60.33
8011,333,80,0,60.81,1,60.81
8074,328,80,0,62.99,1,62.99
8138,319,81,0,63.75,1,63.75
8204,305,82,0,65.9,1,65.9
8275,293,82,0,70.4,1,70.4
8347,285,83,0,71.27,1,71.27
8422,275,84,0,75.0,1,75.0
8500,263,85,0,77.52,1,77.52
8581,251,85,0,80.68,1,80.68
8667,233,86,0,85.4,1,85.4
8757,226,87,0,89.94,1,89.94
8850,219,88,0,92.96,1,92.96
8946,209,89,0,95.93,1,95.93
9052,191,90,0,105.36,1,105.36
9171,169,91,0,118.89,1,118.89
9308,146,93,0,136.35,1,136.35
9463,119,94,0,154.83,1,154.83
9655,97,96,0,191.23,1,191.23
9971,21,99,0,315.95,1,315.95
10000,0,100,0,1403.02,1,1403.02
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
