PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,3,0,0,0.04,1,0.04
215,166,1,0,213.97,1,213.97
308,250,1,0,92.11,1,92.11
378,302,2,0,69.67,1,69.67
438,339,2,0,59.37,1,59.37
493,365,3,0,54.05,1,54.05
544,389,3,0,50.05,1,50.05
592,411,3,0,47.27,1,47.27
638,436,3,0,45.04,1,45.04
681,460,4,0,42.85,1,42.85
722,494,4,0,40.02,1,40.02
759,519,4,0,36.98,1,36.98
796,531,4,0,36.24,1,36.24
831,562,5,0,34.51,1,34.51
865,571,5,0,33.22,1,33.22
898,585,5,0,32.48,1,32.48
930,603,5,0,31.68,1,31.68
961,632,5,0,30.93,1,30.93
991,643,6,0,29.4,1,29.4
1020,667,6,0,28.76,1,28.76
1049,681,6,0,28.17,1,28.17
1077,692,6,0,27.31,1,27.31
1104,711,6,0,26.97,1,26.97
1131,727,6,0,26.16,1,26.16
1157,739,7,0,25.66,1,25.66
1183,752,7,0,25.23,1,25.23
1208,760,7,0,24.7,1,24.7
1233,779,7,0,24.78,1,24.78
1257,793,7,0,24.0,1,24.0
1281,816,7,0,23.42,1,23.42
1305,829,7,0,22.98,1,22.98
1328,842,8,0,22.22,1,22.22
1351,854,8,0,22.24,1,22.24
1373,875,8,0,21.68,1,21.68
1395,886,8,0,21.46,1,21.46
1416,888,8,0,20.93,1,20.93
1438,899,8,0,21.06,1,21.06
1459,911,8,0,20.82,1,20.82
1480,920,9,0,20.6,1,20.6
1501,934,9,0,20.25,1,20.25
1522,955,9,0,20.07,1,20.07
1542,951,9,0,19.45,1,19.45
1562,966,9,0,19.53,1,19.53
1582,963,9,0,19.43,1,19.43
1602,984,9,0,19.28,1,19.28
1621,986,9,0,18.98,1,18.98
1640,994,10,0,18.84,1,18.84
1659,1017,10,0,18.77,1,18.77
1678,1024,10,0,18.46,1,18.46
1697,1038,10,0,18.06,1,18.06
1715,1053,10,0,17.93,1,17.93
1733,1052,10,0,17.51,1,17.51
1751,1059,10,0,17.65,1,17.65
1769,1064,10,0,17.4,1,17.4
1787,1074,10,0,17.47,1,17.47
1805,1086,11,0,17.5,1,17.5
1823,1105,11,0,17.26,1,17.26
1840,1124,11,0,16.99,1,16.99
1857,1131,11,0,16.56,1,16.56
1874,1137,11,0,16.62,1,16.62
1891,1149,11,0,16.44,1,16.44
1908,1155,11,0,16.41,1,16.41
1925,1158,11,0,16.16,1,16.16
1942,1161,11,0,16.11,1,16.11
1959,1164,11,0,16.1,1,16.1
1975,1179,12,0,15.93,1,15.93
1991,1176,12,0,15.66,1,15.66
2007,1178,12,0,15.69,1,15.69
2023,1192,12,0,15.93,1,15.93
2039,1197,12,0,15.55,1,15.55
2055,1200,12,0,15.5,1,15.5
2071,1208,12,0,15.75,1,15.75
2087,1215,12,0,15.36,1,15.36
2103,1217,12,0,15.15,1,15.15
2119,1229,12,0,15.07,1,15.07
2135,1240,13,0,15.3,1,15.3
2151,1254,13,0,15.17,1,15.17
2166,1255,13,0,14.87,1,14.87
2181,1258,13,0,14.9,1,14.9
2196,1264,13,0,14.67,1,14.67
2211,1270,13,0,14.78,1,14.78
2226,1268,13,0,14.55,1,14.55
2241,1281,13,0,14.69,1,14.69
2256,1283,13,0,14.48,1,14.48
2271,1293,13,0,14.55,1,14.55
2286,1295,13,0,14.48,1,14.48
2301,1308,14,0,14.33,1,14.33
2316,1322,14,0,14.25,1,14.25
2331,1337,14,0,14.24,1,14.24
2346,1339,14,0,13.99,1,13.99
2360,1346,14,0,13.8,1,13.8
2374,1345,14,0,13.68,1,13.68
2388,1354,14,0,13.86,1,13.86
2402,1370,14,0,13.84,1,13.84
2416,1380,14,0,13.46,1,13.46
2430,1381,14,0,13.3,1,13.3
2444,1381,14,0,13.56,1,13.56
2458,1392,15,0,13.43,1,13.43
2472,1395,15,0,13.29,1,13.29
2486,1401,15,0,13.41,1,13.41
2500,1403,15,0,13.34,1,13.34
2514,1408,15,0,13.33,1,13.33
2528,1421,15,0,13.27,1,13.27
2542,1431,15,0,13.09,1,13.09
2556,1444,15,0,13.06,1,13.06
2570,1451,15,0,13.03,1,13.03
2583,1457,15,0,12.93,1,12.93
2596,1465,15,0,12.84,1,12.84
2609,1469,15,0,12.72,1,12.72
2622,1468,16,0,12.52,1,12.52
2635,1478,16,0,12.58,1,12.58
2648,1491,16,0,12.56,1,12.56
2661,1500,16,0,12.64,1,12.64
2674,1511,16,0,12.51,1,12.51
2687,1521,16,0,12.43,1,12.43
2700,1534,16,0,12.41,1,12.41
2713,1541,16,0,12.11,1,12.11
2726,1545,16,0,12.03,1,12.03
2739,1544,16,0,12.09,1,12.09
2751,1546,16,0,11.89,1,11.89
2763,1549,16,0,11.94,1,11.94
2775,1554,16,0,11.96,1,11.96
2787,1561,17,0,11.97,1,11.97
2799,1564,17,0,11.85,1,11.85
2811,1563,17,0,11.92,1,11.92
2823,1569,17,0,11.85,1,11.85
2835,1577,17,0,11.8,1,11.8
2847,1577,17,0,11.77,1,11.77
2859,1580,17,0,11.79,1,11.79
2871,1580,17,0,11.8,1,11.8
2883,1582,17,0,11.84,1,11.84
2895,1587,17,0,11.84,1,11.84
2907,1596,17,0,11.48,1,11.48
2919,1596,17,0,11.66,1,11.66
2931,1600,17,0,11.64,1,11.64
2943,1606,17,0,11.45,1,11.45
2955,1611,18,0,11.72,1,11.72
2967,1616,18,0,11.55,1,11.55
2979,1624,18,0,11.65,1,11.65
2991,1622,18,0,11.4,1,11.4
3003,1628,18,0,11.46,1,11.46
3015,1641,18,0,11.47,1,11.47
3027,1652,18,0,11.23,1,11.23
3039,1655,18,0,11.24,1,11.24
3051,1661,18,0,11.14,1,11.14
3063,1674,18,0,11.26,1,11.26
3075,1689,18,0,11.13,1,11.13
3086,1688,18,0,10.76,1,10.76
3098,1692,18,0,11.03,1,11.03
3109,1697,18,0,10.93,1,10.93
3120,1697,19,0,10.83,1,10.83
3131,1699,19,0,10.83,1,10.83
3142,1707,19,0,11.0,1,11.0
3153,1712,19,0,10.79,1,10.79
3164,1713,19,0,10.81,1,10.81
3175,1719,19,0,10.81,1,10.81
3186,1729,19,0,10.84,1,10.84
3197,1731,19,0,10.72,1,10.72
3208,1742,19,0,10.83,1,10.83
3219,1742,19,0,10.6,1,10.6
3230,1743,19,0,10.72,1,10.72
3241,1746,19,0,10.62,1,10.62
3252,1754,19,0,10.55,1,10.55
3263,1761,19,0,10.64,1,10.64
3274,1774,19,0,10.56,1,10.56
3285,1769,20,0,10.4,1,10.4
3296,1776,20,0,10.42,1,10.42
3307,1780,20,0,10.47,1,10.47
3318,1782,20,0,10.33,1,10.33
3329,1788,20,0,10.46,1,10.46
3340,1797,20,0,10.44,1,10.44
3351,1795,20,0,10.42,1,10.42
3362,1812,20,0,10.39,1,10.39
3373,1816,20,0,10.15,1,10.15
3384,1828,20,0,10.21,1,10.21
3395,1829,20,0,10.26,1,10.26
3406,1836,20,0,10.15,1,10.15
3417,1846,20,0,10.19,1,10.19
3428,1848,20,0,10.05,1,10.05
3439,1855,20,0,10.08,1,10.08
3450,1860,21,0,10.16,1,10.16
3460,1860,21,0,9.63,1,9.63
3471,1867,21,0,10.06,1,10.06
3481,1865,21,0,9.9,1,9.9
3491,1866,21,0,9.87,1,9.87
3501,1866,21,0,9.85,1,9.85
3512,1855,21,0,10.02,1,10.02
3522,1862,21,0,9.94,1,9.94
3532,1871,21,0,9.91,1,9.91
3543,1884,21,0,10.01,1,10.01
3553,1893,21,0,9.96,1,9.96
3563,1899,21,0,9.78,1,9.78
3573,1908,21,0,9.9,1,9.9
3583,1922,21,0,9.82,1,9.82
3593,1937,21,0,9.73,1,9.73
3603,1940,21,0,9.55,1,9.55
3613,1955,22,0,9.64,1,9.64
3623,1968,22,0,9.58,1,9.58
3633,1970,22,0,9.41,1,9.41
