PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
204,133,0,0,202.48,1,202.48
311,169,0,0,105.98,1,105.98
402,199,1,0,90.12,1,90.12
485,210,1,0,82.1,1,82.1
563,207,1,0,77.31,1,77.31
641,213,1,0,77.06,1,77.06
716,243,1,0,74.04,1,74.04
783,268,1,0,66.83,1,66.83
845,277,2,0,61.43,1,61.43
904,294,2,0,58.76,1,58.76
960,310,2,0,55.09,1,55.09
1013,332,2,0,52.49,1,52.49
1064,343,2,0,50.2,1,50.2
1112,356,2,0,47.63,1,47.63
1160,355,2,0,47.89,1,47.89
1206,387,3,0,45.67,1,45.67
1250,392,3,0,43.18,1,43.18
1293,395,3,0,42.76,1,42.76
1335,392,3,0,41.53,1,41.53
1378,380,3,0,42.27,1,42.27
1422,378,3,0,43.23,1,43.23
1467,368,3,0,44.02,1,44.02
1512,365,3,0,44.24,1,44.24
1557,375,3,0,44.3,1,44.3
1601,381,4,0,43.54,1,43.54
1645,381,4,0,43.26,1,43.26
1689,399,4,0,43.2,1,43.2
1751,417,4,1,61.01,2,30.51
1823,412,4,1,70.42,2,35.21
1891,432,4,1,67.17,2,33.58
1958,437,4,1,66.91,2,33.46
2023,434,5,1,63.75,2,31.87
2093,449,5,1,69.96,2,34.98
2160,442,5,2,66.72,2,33.36
2228,449,5,2,66.16,2,33.08
2292,465,5,2,63.9,2,31.95
2356,469,5,2,62.87,2,31.44
2418,471,6,2,61.54,2,30.77
2482,480,6,2,62.35,2,31.17
2544,483,6,2,60.31,2,30.16
2602,497,6,2,57.5,2,28.75
2658,496,6,2,55.76,2,27.88
2716,530,6,2,57.47,2,28.74
2772,533,6,2,55.17,2,27.59
2826,544,7,2,52.82,2,26.41
2879,538,7,3,52.88,2,26.44
2935,545,7,3,54.7,2,27.35
2993,535,7,3,57.15,2,28.57
3047,539,7,3,52.78,2,26.39
3103,531,7,3,55.57,2,27.78
3157,550,7,3,52.87,2,26.44
3213,552,8,3,54.51,2,27.25
3269,556,8,3,55.56,2,27.78
3325,559,8,3,54.48,2,27.24
3377,576,8,3,51.8,2,25.9
3429,579,8,3,51.14,2,25.57
3480,590,8,3,50.95,2,25.47
3531,598,8,3,49.92,2,24.96
3590,606,8,3,58.14,3,19.38
3665,627,9,3,73.73,3,24.58
3734,648,9,3,67.76,3,22.59
3799,648,9,4,63.11,3,21.04
3865,639,9,4,64.26,3,21.42
3931,648,9,4,65.95,3,21.98
3997,662,9,4,65.16,3,21.72
4060,684,10,4,61.9,3,20.63
4123,695,10,4,62.06,3,20.69
4189,707,10,4,63.82,3,21.27
4252,708,10,4,62.48,3,20.83
4316,687,10,4,62.89,3,20.96
4378,707,10,4,60.54,3,20.18
4441,704,11,4,61.16,3,20.39
4504,688,11,4,62.71,3,20.9
4567,695,11,4,62.98,3,20.99
4630,688,11,4,62.16,3,20.72
4690,700,11,4,59.8,3,19.93
4753,698,11,4,62.31,3,20.77
4813,705,12,4,59.77,3,19.92
4873,705,12,4,59.73,3,19.91
4933,704,12,4,59.64,3,19.88
4996,704,12,4,62.56,3,20.85
5059,723,12,4,60.37,3,20.12
5119,735,12,4,59.91,3,19.97
5178,754,12,4,58.99,3,19.66
5233,766,13,4,54.08,3,18.03
5290,782,13,4,55.34,3,18.45
5347,790,13,4,55.29,3,18.43
5407,776,13,4,57.43,3,19.14
5464,788,13,4,55.42,3,18.47
5527,800,13,5,60.48,4,15.12
5585,787,13,5,57.6,3,19.2
5644,764,14,6,56.61,3,18.87
5701,768,14,6,55.14,3,18.38
5758,775,14,6,54.94,3,18.31
5815,784,14,6,55.46,3,18.49
5872,798,14,6,56.63,3,18.88
5928,789,14,6,55.23,3,18.41
5985,784,14,6,56.83,3,18.94
6042,782,15,6,56.56,3,18.85
6098,789,15,7,55.87,3,18.62
6153,798,15,7,54.95,3,18.32
6219,811,15,7,63.06,4,15.77
6291,823,15,7,71.07,4,17.77
6359,828,15,7,66.64,4,16.66
6429,823,16,7,69.48,4,17.37
6495,814,16,7,64.32,4,16.08
6567,802,16,7,70.95,4,17.74
6630,794,16,7,62.95,3,20.98
6685,795,16,7,53.61,3,17.87
6753,819,16,7,65.24,4,16.31
6825,827,17,7,69.09,4,17.27
6896,830,17,7,70.89,4,17.72
6961,849,17,7,62.37,4,15.59
7025,861,17,7,63.1,4,15.78
7089,863,17,7,63.77,4,15.94
7152,862,17,8,62.41,4,15.6
7215,869,18,9,62.78,4,15.69
7278,877,18,10,60.91,4,15.23
7346,885,18,10,65.78,4,16.45
7410,885,18,10,61.76,4,15.44
7474,898,18,10,61.97,4,15.49
7542,905,18,10,66.15,4,16.54
7601,928,19,11,57.59,4,14.4
7661,941,19,11,57.94,4,14.49
7721,939,19,11,58.16,4,14.54
7784,941,19,11,62.56,4,15.64
7845,919,19,11,59.75,4,14.94
7909,915,19,11,61.73,4,15.43
7969,937,19,11,57.94,4,14.48
8032,949,20,11,62.96,4,15.74
8093,941,20,11,58.75,4,14.69
8153,940,20,11,58.99,4,14.75
8217,954,20,11,61.54,4,15.39
8277,972,20,11,58.84,4,14.71
8336,971,20,12,58.76,4,14.69
8398,961,20,12,61.92,4,15.48
8456,962,21,12,55.89,4,13.97
8516,951,21,12,58.13,4,14.53
8575,952,21,13,55.73,4,13.93
8635,958,21,13,57.58,4,14.39
8695,955,21,13,57.95,4,14.49
8759,940,21,13,63.59,4,15.9
8823,926,22,13,63.65,4,15.91
8887,945,22,13,61.61,4,15.4
8948,948,22,13,60.75,4,15.19
9007,967,22,13,56.71,4,14.18
9067,973,22,13,57.95,4,14.49
9126,976,22,14,56.37,4,14.09
9182,973,22,14,55.74,4,13.94
9243,974,23,14,60.99,4,15.25
9301,998,23,15,56.77,4,14.19
9366,1004,23,15,64.98,5,13.0
9427,1016,23,15,60.31,5,12.06
9486,1013,23,15,58.53,5,11.71
9544,998,23,15,58.0,4,14.5
9601,998,24,15,56.66,4,14.17
9661,1001,24,15,58.63,5,11.73
9717,1008,24,15,55.69,5,11.14
9774,998,24,15,56.31,5,11.26
9836,1005,24,15,58.62,5,11.72
9897,996,24,15,60.92,4,15.23
9956,1011,24,15,56.57,5,11.31
10021,1023,25,15,64.45,5,12.89
10084,1020,25,15,62.61,5,12.52
10141,1026,25,15,55.58,5,11.12
10198,1037,25,16,55.97,5,11.19
10256,1044,25,16,57.36,5,11.47
10315,1065,25,16,57.4,5,11.48
10380,1073,25,16,61.09,5,12.22
10440,1088,26,16,58.39,5,11.68
10495,1090,26,16,54.96,5,10.99
10550,1089,26,16,53.61,5,10.72
10605,1104,26,16,52.47,5,10.49
10658,1089,26,16,52.58,5,10.52
10710,1081,26,16,50.71,5,10.14
10765,1083,26,16,52.7,5,10.54
10820,1096,27,16,54.42,5,10.88
10875,1103,27,16,52.23,5,10.45
10928,1109,27,16,52.77,5,10.55
10984,1112,27,17,54.11,5,10.82
11039,1137,27,17,53.51,5,10.7
11094,1144,27,17,54.14,5,10.83
11150,1152,27,17,55.96,5,11.19
11203,1152,28,18,51.01,5,10.2
11258,1145,28,18,54.1,5,10.82
11315,1128,28,18,57.0,5,11.4
11368,1137,28,18,52.48,5,10.5
11423,1167,28,18,51.59,5,10.32
11473,1167,28,18,48.14,5,9.63
11528,1179,28,18,51.75,5,10.35
11583,1177,28,18,52.51,5,10.5
11636,1165,29,18,52.51,5,10.5
11685,1169,29,19,48.86,5,9.77
11735,1187,29,19,48.77,5,9.75
11782,1182,29,19,46.84,5,9.37
11835,1190,29,19,52.44,5,10.49
11882,1191,29,19,46.45,5,9.29
11934,1197,29,19,52.0,5,10.4
11986,1215,29,19,51.75,6,8.62
12040,1205,30,19,53.63,6,8.94
12098,1194,30,19,57.94,5,11.59
12154,1189,30,19,54.65,5,10.93
12204,1191,30,21,47.69,5,9.54
12259,1193,30,21,52.3,5,10.46
12314,1197,30,21,53.68,5,10.74
12372,1195,30,21,57.69,5,11.54
12425,1197,31,21,52.56,5,10.51
12475,1184,31,21,49.45,5,9.89
12526,1208,31,21,50.54,6,8.42
12578,1203,31,21,51.89,6,8.65
12634,1197,31,22,52.72,5,10.54
12686,1186,31,22,49.66,5,9.93
12736,1203,31,22,47.43,6,7.91
12796,1210,31,22,56.92,6,9.49
12856,1207,32,22,56.72,6,9.45
12908,1194,32,22,51.8,5,10.36
12958,1195,32,22,47.24,5,9.45
13011,1194,32,22,52.16,5,10.43
13061,1186,32,22,49.18,5,9.84
13116,1200,32,22,53.51,5,10.7
13171,1205,32,22,51.47,6,8.58
13229,1192,33,22,57.84,5,11.57
13286,1186,33,22,55.79,5,11.16
13342,1192,33,22,55.81,5,11.16
13396,1187,33,22,52.36,5,10.47
13451,1194,33,22,51.58,5,10.32
13503,1215,33,24,51.04,6,8.51
13559,1198,33,24,55.91,5,11.18
13610,1204,34,25,50.95,6,8.49
13662,1221,34,25,51.63,6,8.6
13716,1234,34,25,53.81,6,8.97
13770,1223,34,25,52.8,6,8.8
13828,1244,34,25,54.28,6,9.05
13883,1245,34,25,54.64,6,9.11
13938,1240,34,25,54.35,6,9.06
13996,1244,34,25,54.27,6,9.05
14056,1248,35,25,56.09,6,9.35
14109,1246,35,26,51.62,6,8.6
14163,1247,35,26,53.74,6,8.96
14217,1249,35,26,52.46,6,8.74
14271,1253,35,26,52.35,6,8.73
14325,1257,35,26,53.86,6,8.98
14388,1257,35,26,62.74,6,10.46
14445,1268,36,26,53.77,6,8.96
14499,1273,36,26,52.1,6,8.68
14552,1263,36,27,51.42,6,8.57
14606,1274,36,27,51.91,6,8.65
14666,1266,36,27,58.3,6,9.72
14726,1257,36,27,58.11,6,9.69
14791,1249,36,28,60.26,6,10.04
14845,1248,37,28,52.75,6,8.79
14902,1240,37,28,56.94,6,9.49
14957,1247,37,28,53.52,6,8.92
15006,1241,37,29,47.92,6,7.99
15066,1244,37,29,56.04,6,9.34
15125,1245,37,30,57.25,6,9.54
15179,1271,37,30,53.93,6,8.99
15235,1268,38,31,55.94,6,9.32
15292,1270,38,31,55.94,6,9.32
15352,1290,38,31,58.81,6,9.8
15406,1297,38,31,52.07,6,8.68
15459,1298,38,32,49.38,6,8.23
15512,1287,38,33,51.97,6,8.66
15565,1284,38,34,52.17,6,8.69
15621,1267,39,34,55.27,6,9.21
15675,1258,39,34,53.25,6,8.87
15733,1248,39,34,57.33,6,9.55
15793,1246,39,34,56.63,6,9.44
15848,1248,39,35,54.49,6,9.08
15899,1266,39,36,49.61,6,8.27
15953,1263,39,36,51.84,6,8.64
16007,1267,40,36,52.01,6,8.67
