PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0,1,0
1025,286,0,0,1023,1,1023
1975,450,0,0,948,1,948
2923,560,1,0,947,1,947
3836,671,1,0,912,1,912
4771,668,1,0,934,1,934
5686,740,2,0,914,1,914
6554,858,2,0,867,1,867
7431,886,2,0,876,1,876
8290,924,3,0,858,1,858
9138,1000,3,0,847,1,847
9991,1003,3,0,852,1,852
10831,1057,4,0,839,1,839
11665,1110,4,0,832,1,832
12490,1149,4,0,824,1,824
13306,1184,5,0,814,1,814
14129,1198,5,0,821,1,821
14932,1273,5,0,802,1,802
15728,1312,5,0,795,1,795
16522,1342,6,0,793,1,793
17313,1382,6,0,790,1,790
18096,1396,6,0,782,1,782
18883,1376,7,0,786,1,786
19653,1459,7,0,769,1,769
20417,1470,7,0,763,1,763
21200,1477,8,0,782,1,782
21967,1537,8,0,765,1,765
22718,1581,8,0,750,1,750
23472,1566,8,0,753,1,753
24217,1639,9,0,744,1,744
24940,1635,9,0,722,1,722
25666,1666,9,0,725,1,725
26408,1630,10,0,741,1,741
27148,1654,10,0,739,1,739
27889,1682,10,0,739,1,739
28583,1747,10,0,693,1,693
29299,1798,11,0,715,1,715
29996,1806,11,0,696,1,696
30681,1769,11,0,684,1,684
31389,1786,11,0,707,1,707
32086,1877,12,0,696,1,696
32757,1914,12,0,670,1,670
33442,1950,12,0,684,1,684
34124,1976,13,0,681,1,681
34814,1969,13,0,689,1,689
35513,1982,13,0,698,1,698
36207,1963,13,0,693,1,693
36882,2005,14,0,674,1,674
37541,2058,14,0,658,1,658
38221,2017,14,0,679,1,679
38921,1987,14,0,699,1,699
39601,1991,15,0,678,1,678
40280,2036,15,0,678,1,678
40946,2080,15,0,665,1,665
41626,2097,15,0,679,1,679
42308,2093,16,0,681,1,681
42977,2167,16,0,668,1,668
43618,2257,16,0,640,1,640
44284,2249,16,0,665,1,665
44949,2229,17,0,664,1,664
45621,2212,17,0,671,1,671
46287,2203,17,0,665,1,665
46944,2239,17,0,656,1,656
47582,2313,18,0,637,1,637
48242,2299,18,0,659,1,659
48891,2302,18,0,648,1,648
49543,2316,18,0,651,1,651
50169,2382,19,0,625,1,625
50785,2432,19,0,614,1,614
51413,2461,19,0,627,1,627
52040,2469,19,0,626,1,626
52666,2483,20,0,625,1,625
53298,2473,20,0,631,1,631
53922,2481,20,0,622,1,622
54544,2488,20,0,621,1,621
55181,2491,21,0,636,1,636
55817,2477,21,0,635,1,635
56442,2475,21,0,624,1,624
57058,2480,21,0,615,1,615
57690,2465,22,0,631,1,631
58311,2484,22,0,620,1,620
58940,2501,22,0,628,1,628
59560,2537,22,0,619,1,619
60170,2600,22,0,609,1,609
60787,2630,23,0,616,1,616
61413,2613,23,0,625,1,625
62016,2665,23,0,602,1,602
62640,2653,23,0,623,1,623
63261,2628,24,0,620,1,620
63875,2667,24,0,613,1,613
64485,2706,24,0,609,1,609
65088,2745,24,0,602,1,602
65706,2715,25,0,617,1,617
66313,2727,25,0,606,1,606
66918,2749,25,0,604,1,604
67524,2733,25,0,605,1,605
68122,2763,25,0,597,1,597
68727,2796,26,0,604,1,604
69323,2807,26,0,594,1,594
69915,2832,26,0,591,1,591
70508,2822,26,0,592,1,592
71131,2734,27,0,622,1,622
71744,2686,27,0,612,1,612
72346,2704,27,0,601,1,601
72946,2755,27,0,599,1,599
73539,2818,28,0,591,1,591
74131,2837,28,0,591,1,591
74717,2866,28,0,585,1,585
75302,2922,28,0,584,1,584
75875,2960,28,0,572,1,572
76451,2969,29,0,575,1,575
77019,2990,29,0,567,1,567
77596,2995,29,0,576,1,576
78180,3003,29,0,583,1,583
78770,2954,30,0,589,1,589
79348,2995,30,0,577,1,577
79914,3038,30,0,565,1,565
80476,3043,30,0,561,1,561
81040,3080,30,0,563,1,563
81612,3047,31,0,571,1,571
82175,3092,31,0,562,1,562
82743,3038,31,0,567,1,567
83312,3023,31,0,568,1,568
83876,3049,31,0,563,1,563
84451,3052,32,0,574,1,574
85008,3115,32,0,556,1,556
85569,3182,32,0,560,1,560
86139,3113,32,0,569,1,569
86703,3124,33,0,563,1,563
87265,3157,33,0,561,1,561
87829,3139,33,0,563,1,563
88394,3176,33,0,564,1,564
88954,3190,33,0,559,1,559
89497,3268,34,0,542,1,542
90046,3262,34,0,548,1,548
90611,3207,34,0,564,1,564
91182,3186,34,0,570,1,570
91750,3177,34,0,567,1,567
92312,3195,35,0,561,1,561
92863,3257,35,0,550,1,550
93420,3259,35,0,556,1,556
93964,3324,35,0,543,1,543
94510,3315,36,0,544,1,544
95052,3385,36,0,540,1,540
95594,3402,36,0,541,1,541
96136,3390,36,0,541,1,541
96679,3376,36,0,542,1,542
97228,3317,37,0,548,1,548
97775,3314,37,0,546,1,546
98329,3320,37,0,553,1,553
98872,3335,37,0,542,1,542
99422,3328,37,0,549,1,549
99961,3370,38,0,538,1,538
100490,3437,38,0,528,1,528
101034,3407,38,0,543,1,543
101582,3416,38,0,547,1,547
102131,3359,38,0,548,1,548
102679,3337,39,0,547,1,547
103223,3340,39,0,543,1,543
103777,3293,39,0,553,1,553
104329,3271,39,0,551,1,551
104879,3309,40,0,549,1,549
105425,3305,40,0,544,1,544
105972,3312,40,0,546,1,546
106519,3312,40,0,545,1,545
107070,3308,40,0,550,1,550
107620,3329,41,0,549,1,549
108169,3320,41,0,548,1,548
108718,3356,41,0,548,1,548
109259,3387,41,0,540,1,540
109800,3382,41,0,540,1,540
110339,3403,42,0,537,1,537
110885,3396,42,0,545,1,545
111419,3426,42,0,533,1,533
111946,3491,42,0,526,1,526
112472,3513,42,0,525,1,525
113005,3518,43,0,532,1,532
113535,3570,43,0,529,1,529
114060,3575,43,0,524,1,524
114583,3606,43,0,522,1,522
115115,3582,43,0,531,1,531
115641,3588,44,0,525,1,525
116164,3601,44,0,522,1,522
116686,3626,44,0,521,1,521
117209,3637,44,0,522,1,522
117729,3662,44,0,519,1,519
118254,3639,45,0,523,1,523
118765,3708,45,0,510,1,510
119277,3724,45,0,511,1,511
119780,3749,45,0,502,1,502
120288,3756,45,0,507,1,507
120801,3786,46,0,512,1,512
121320,3735,46,0,518,1,518
121842,3691,46,0,521,1,521
122362,3687,46,0,519,1,519
122875,3715,46,0,512,1,512
123400,3664,47,0,524,1,524
123917,3689,47,0,516,1,516
124424,3753,47,0,506,1,506
124939,3717,47,0,514,1,514
125454,3730,47,0,514,1,514
125969,3729,48,0,514,1,514
126480,3743,48,0,510,1,510
126987,3761,48,0,506,1,506
127503,3742,48,0,515,1,515
128010,3817,48,0,506,1,506
128518,3795,49,0,507,1,507
129034,3759,49,0,515,1,515
129554,3728,49,0,519,1,519
130073,3738,49,0,518,1,518
130590,3747,49,0,516,1,516
131098,3780,50,0,507,1,507
131614,3731,50,0,515,1,515
132121,3796,50,0,506,1,506
132625,3846,50,0,503,1,503
133131,3849,50,0,505,1,505
133644,3853,50,0,512,1,512
134138,3889,51,0,493,1,493
134633,3931,51,0,493,1,493
135128,3943,51,0,494,1,494
135622,3969,51,0,493,1,493
136123,3952,51,0,500,1,500
136619,3957,52,0,495,1,495
137110,3963,52,0,490,1,490
137613,3914,52,0,502,1,502
138121,3870,52,0,507,1,507
138621,3904,52,0,499,1,499
139115,3963,53,0,493,1,493
139607,4007,53,0,491,1,491
140106,3998,53,0,498,1,498
140596,4012,53,0,489,1,489
141094,4001,53,0,497,1,497
141590,3996,54,0,495,1,495
142079,4038,54,0,488,1,488
142574,3992,54,0,494,1,494
143069,3986,54,0,494,1,494
143565,3987,54,0,495,1,495
144061,3979,54,0,495,1,495
144548,4016,55,0,486,1,486
145037,4032,55,0,488,1,488
145530,3991,55,0,492,1,492
146017,3990,55,0,486,1,486
146511,3978,55,0,493,1,493
147008,3973,56,0,496,1,496
147497,4001,56,0,488,1,488
