PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
234,334,0,0,232.98,1,232.98
1465,1495,3,0,1230.14,1,1230.14
2157,2037,5,0,691.79,1,691.79
2688,2509,6,0,530.74,1,530.74
3142,2832,7,0,453.18,1,453.18
3557,3108,8,0,414.65,1,414.65
3940,3348,9,0,382.43,1,382.43
4296,3666,10,0,355.89,1,355.89
4626,3891,11,0,329.42,1,329.42
4939,4109,12,0,312.15,1,312.15
5234,4306,13,0,294.48,1,294.48
5518,4507,13,0,283.36,1,283.36
5792,4661,14,0,273.13,1,273.13
6054,4892,15,0,261.69,1,261.69
6309,4987,15,0,254.64,1,254.64
6556,5151,16,0,246.66,1,246.66
6796,5321,16,0,239.24,1,239.24
7030,5456,17,0,233.8,1,233.8
7257,5630,18,0,226.78,1,226.78
7477,5775,18,0,219.91,1,219.91
7691,5935,19,0,213.85,1,213.85
7902,6075,19,0,210.0,1,210.0
8107,6222,20,0,204.91,1,204.91
8308,6370,20,0,200.12,1,200.12
8504,6470,21,0,195.47,1,195.47
8697,6616,21,0,192.89,1,192.89
8886,6745,22,0,188.78,1,188.78
9072,6846,22,0,185.01,1,185.01
9255,6980,23,0,182.97,1,182.97
9435,7104,23,0,179.4,1,179.4
9612,7189,24,0,176.76,1,176.76
9786,7328,24,0,173.89,1,173.89
9958,7450,24,0,171.15,1,171.15
10127,7571,25,0,168.04,1,168.04
10294,7649,25,0,166.26,1,166.26
10458,7744,26,0,163.06,1,163.06
10619,7856,26,0,160.93,1,160.93
10778,7940,26,0,158.68,1,158.68
10936,8032,27,0,157.32,1,157.32
11092,8118,27,0,155.02,1,155.02
11246,8187,28,0,153.79,1,153.79
11399,8274,28,0,152.13,1,152.13
11551,8369,28,0,151.39,1,151.39
11700,8475,29,0,148.55,1,148.55
11846,8546,29,0,145.1,1,145.1
11994,8628,29,0,147.08,1,147.08
12141,8708,30,0,146.38,1,146.38
12287,8768,30,0,145.25,1,145.25
12432,8844,31,0,144.32,1,144.32
12576,8908,31,0,143.27,1,143.27
12718,9014,31,0,141.77,1,141.77
12859,9064,32,0,140.84,1,140.84
12999,9149,32,0,139.76,1,139.76
13138,9235,32,0,138.11,1,138.11
13276,9298,33,0,137.83,1,137.83
13412,9359,33,0,135.68,1,135.68
13549,9390,33,0,136.05,1,136.05
13684,9479,34,0,134.74,1,134.74
13819,9549,34,0,134.19,1,134.19
13952,9618,34,0,132.37,1,132.37
14084,9665,35,0,131.9,1,131.9
14216,9728,35,0,131.07,1,131.07
14348,9776,35,0,131.02,1,131.02
14478,9815,36,0,129.71,1,129.71
14608,9872,36,0,129.46,1,129.46
14736,9949,36,0,127.97,1,127.97
14864,10006,37,0,127.45,1,127.45
14989,10070,37,0,124.46,1,124.46
15116,10114,37,0,126.7,1,126.7
15242,10158,38,0,125.16,1,125.16
15368,10221,38,0,125.51,1,125.51
15492,10303,38,0,123.72,1,123.72
15616,10343,39,0,123.71,1,123.71
15739,10406,39,0,122.08,1,122.08
15861,10467,39,0,121.94,1,121.94
15983,10493,39,0,121.09,1,121.09
16105,10512,40,0,121.54,1,121.54
16225,10576,40,0,119.2,1,119.2
16345,10588,40,0,119.05,1,119.05
16464,10662,41,0,118.93,1,118.93
16583,10706,41,0,118.59,1,118.59
16702,10722,41,0,118.08,1,118.08
16821,10749,42,0,118.46,1,118.46
16938,10827,42,0,116.99,1,116.99
17056,10866,42,0,117.01,1,117.01
17173,10908,42,0,116.15,1,116.15
17290,10938,43,0,116.52,1,116.52
17405,11002,43,0,114.89,1,114.89
17521,11034,43,0,115.32,1,115.32
17636,11058,44,0,114.46,1,114.46
17751,11085,44,0,114.93,1,114.93
17865,11125,44,0,113.94,1,113.94
17979,11161,44,0,113.67,1,113.67
18092,11204,45,0,112.91,1,112.91
18206,11226,45,0,113.32,1,113.32
18319,11246,45,0,112.6,1,112.6
18433,11226,46,0,113.48,1,113.48
18546,11258,46,0,112.35,1,112.35
18660,11288,46,0,113.06,1,113.06
18772,11323,46,0,111.83,1,111.83
18885,11347,47,0,112.2,1,112.2
18996,11399,47,0,110.58,1,110.58
19108,11433,47,0,111.16,1,111.16
19219,11487,48,0,110.35,1,110.35
19330,11527,48,0,110.13,1,110.13
19440,11561,48,0,109.23,1,109.23
19550,11599,48,0,109.85,1,109.85
19659,11614,49,0,108.73,1,108.73
19769,11667,49,0,109.07,1,109.07
19878,11687,49,0,108.26,1,108.26
19987,11709,49,0,108.28,1,108.28
20095,11725,50,0,107.71,1,107.71
20203,11750,50,0,107.98,1,107.98
20311,11773,50,0,107.38,1,107.38
20419,11798,51,0,107.63,1,107.63
20527,11806,51,0,107.33,1,107.33
20635,11836,51,0,107.72,1,107.72
20742,11867,51,0,106.72,1,106.72
20850,11885,52,0,107.17,1,107.17
20957,11925,52,0,106.2,1,106.2
21064,11961,52,0,106.16,1,106.16
21170,11986,52,0,105.24,1,105.24
21276,12034,53,0,105.75,1,105.75
21381,12068,53,0,104.54,1,104.54
21487,12055,53,0,105.44,1,105.44
21592,12074,53,0,104.56,1,104.56
21698,12094,54,0,105.35,1,105.35
21803,12126,54,0,104.38,1,104.38
21907,12147,54,0,103.77,1,103.77
22012,12152,55,0,104.05,1,104.05
22117,12166,55,0,104.72,1,104.72
22222,12213,55,0,104.03,1,104.03
22327,12218,55,0,104.05,1,104.05
22431,12224,56,0,103.41,1,103.41
22536,12233,56,0,104.08,1,104.08
22640,12244,56,0,103.48,1,103.48
22744,12226,56,0,103.85,1,103.85
22848,12224,57,0,103.71,1,103.71
22953,12242,57,0,104.21,1,104.21
23057,12248,57,0,103.36,1,103.36
23161,12263,57,0,103.67,1,103.67
23265,12270,58,0,103.13,1,103.13
23369,12263,58,0,103.77,1,103.77
23473,12279,58,0,103.02,1,103.02
23577,12278,58,0,103.52,1,103.52
23681,12287,59,0,103.12,1,103.12
23785,12290,59,0,103.33,1,103.33
23889,12289,59,0,103.33,1,103.33
23993,12268,59,0,103.69,1,103.69
24096,12288,60,0,102.38,1,102.38
24199,12280,60,0,102.9,1,102.9
24303,12275,60,0,103.04,1,103.04
24407,12287,61,0,103.38,1,103.38
24510,12314,61,0,102.57,1,102.57
24613,12307,61,0,102.82,1,102.82
24716,12314,61,0,102.33,1,102.33
24819,12283,62,0,102.73,1,102.73
24922,12263,62,0,102.61,1,102.61
25026,12248,62,0,103.29,1,103.29
25130,12223,62,0,103.34,1,103.34
25234,12200,63,0,103.66,1,103.66
25338,12179,63,0,103.49,1,103.49
25443,12158,63,0,104.07,1,104.07
25548,12137,63,0,104.04,1,104.04
25653,12106,64,0,104.57,1,104.57
25758,12085,64,0,104.39,1,104.39
25863,12069,64,0,104.8,1,104.8
25968,12042,64,0,104.91,1,104.91
26074,12010,65,0,105.17,1,105.17
26180,11955,65,0,105.47,1,105.47
26286,11925,65,0,105.86,1,105.86
26392,11922,65,0,105.77,1,105.77
26499,11886,66,0,106.24,1,106.24
26606,11853,66,0,106.44,1,106.44
26713,11833,66,0,106.85,1,106.85
26820,11784,67,0,106.77,1,106.77
26929,11712,67,0,108.1,1,108.1
27038,11673,67,0,108.11,1,108.11
27147,11610,67,0,108.92,1,108.92
27256,11579,68,0,108.75,1,108.75
27366,11509,68,0,109.73,1,109.73
27476,11454,68,0,109.96,1,109.96
27587,11423,68,0,110.71,1,110.71
27698,11355,69,0,110.95,1,110.95
27811,11299,69,0,112.18,1,112.18
27923,11245,69,0,111.81,1,111.81
28037,11161,70,0,113.32,1,113.32
28151,11112,70,0,113.51,1,113.51
28266,11037,70,0,114.71,1,114.71
28380,10984,70,0,113.86,1,113.86
28497,10920,71,0,116.3,1,116.3
28614,10844,71,0,116.34,1,116.34
28732,10769,71,0,117.83,1,117.83
28851,10691,72,0,118.1,1,118.1
28971,10607,72,0,119.62,1,119.62
29091,10521,72,0,119.9,1,119.9
29213,10430,73,0,121.53,1,121.53
29335,10346,73,0,121.69,1,121.69
29459,10248,73,0,123.07,1,123.07
29584,10152,73,0,124.26,1,124.26
29710,10041,74,0,125.81,1,125.81
29837,9953,74,0,126.89,1,126.89
29966,9841,74,0,128.72,1,128.72
30096,9751,75,0,129.74,1,129.74
30228,9636,75,0,131.49,1,131.49
30361,9526,75,0,132.32,1,132.32
30496,9402,76,0,134.54,1,134.54
30632,9297,76,0,135.16,1,135.16
30770,9197,76,0,137.98,1,137.98
30909,9073,77,0,138.88,1,138.88
31051,8943,77,0,141.18,1,141.18
31195,8805,77,0,143.4,1,143.4
31342,8658,78,0,146.19,1,146.19
31491,8509,78,0,148.42,1,148.42
31643,8357,79,0,151.09,1,151.09
31797,8203,79,0,153.32,1,153.32
31955,8045,79,0,157.23,1,157.23
32115,7885,80,0,159.4,1,159.4
32279,7721,80,0,163.23,1,163.23
32445,7555,81,0,165.91,1,165.91
32616,7384,81,0,170.43,1,170.43
32790,7210,81,0,173.37,1,173.37
32969,7031,82,0,178.66,1,178.66
33152,6848,82,0,182.09,1,182.09
33341,6659,83,0,188.11,1,188.11
33535,6465,83,0,193.11,1,193.11
33736,6264,84,0,200.43,1,200.43
33942,6058,84,0,205.74,1,205.74
34156,5844,85,0,213.35,1,213.35
34376,5624,85,0,219.84,1,219.84
34607,5393,86,0,230.11,1,230.11
34847,5153,87,0,239.29,1,239.29
35099,4901,87,0,251.86,1,251.86
35363,4637,88,0,263.11,1,263.11
35644,4356,89,0,280.36,1,280.36
35941,4059,89,0,296.88,1,296.88
36263,3737,90,0,321.58,1,321.58
36613,3387,91,0,349.29,1,349.29
37003,2997,92,0,389.86,1,389.86
37447,2553,93,0,443.8,1,443.8
37986,2014,94,0,538.57,1,538.57
38717,1283,96,0,730.96,1,730.96
40000,0,100,0,1726.24,1,1726.24
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
