PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
368,487,3,0,365.92,1,365.92
637,725,6,0,268.45,1,268.45
840,910,8,0,202.04,1,202.04
1013,1056,10,0,172.6,1,172.6
1164,1196,11,0,150.25,1,150.25
1295,1288,12,0,130.47,1,130.47
1418,1346,14,0,122.92,1,122.92
1539,1448,15,0,120.54,1,120.54
1645,1542,16,0,105.87,1,105.87
1747,1612,17,0,101.19,1,101.19
1844,1686,18,0,96.0,1,96.0
1936,1784,19,0,91.86,1,91.86
2026,1855,20,0,89.91,1,89.91
2114,1931,21,0,87.71,1,87.71
2200,1996,22,0,85.92,1,85.92
2282,2063,22,0,81.0,1,81.0
2361,2107,23,0,78.9,1,78.9
2436,2178,24,0,75.0,1,75.0
2510,2228,25,0,73.92,1,73.92
2583,2287,25,0,72.95,1,72.95
2654,2328,26,0,70.73,1,70.73
2724,2386,27,0,69.46,1,69.46
2790,2450,27,0,65.93,1,65.93
2850,2481,28,0,59.71,1,59.71
2912,2532,29,0,61.94,1,61.94
2973,2587,29,0,60.19,1,60.19
3033,2627,30,0,59.92,1,59.92
3093,2639,30,0,59.77,1,59.77
3154,2682,31,0,60.14,1,60.14
3214,2730,32,0,59.88,1,59.88
3274,2737,32,0,59.99,1,59.99
3334,2779,33,0,59.87,1,59.87
3395,2804,33,0,60.17,1,60.17
3455,2847,34,0,59.94,1,59.94
3515,2890,35,0,59.86,1,59.86
3574,2921,35,0,58.94,1,58.94
3634,2966,36,0,59.01,1,59.01
3693,2996,36,0,59.0,1,59.0
3753,3026,37,0,59.97,1,59.97
3811,3069,38,0,57.92,1,57.92
3870,3113,38,0,58.33,1,58.33
3929,3140,39,0,58.59,1,58.59
3987,3158,39,0,57.95,1,57.95
4045,3169,40,0,57.86,1,57.86
4104,3173,41,0,58.13,1,58.13
4162,3176,41,0,57.98,1,57.98
4218,3201,42,0,55.2,1,55.2
4274,3223,42,0,55.2,1,55.2
4328,3252,43,0,53.76,1,53.76
4381,3244,43,0,52.98,1,52.98
4435,3264,44,0,53.21,1,53.21
4487,3279,44,0,51.91,1,51.91
4539,3287,45,0,51.93,1,51.93
4591,3285,45,0,51.62,1,51.62
4643,3283,46,0,51.12,1,51.12
4694,3307,46,0,50.53,1,50.53
4744,3330,47,0,49.62,1,49.62
4795,3338,47,0,50.62,1,50.62
4846,3330,48,0,50.15,1,50.15
4896,3345,48,0,49.31,1,49.31
4946,3339,49,0,49.95,1,49.95
5002,3343,50,0,55.11,1,55.11
5052,3340,50,0,49.22,1,49.22
5102,3347,51,0,49.14,1,49.14
5152,3344,51,0,49.15,1,49.15
5202,3362,52,0,49.2,1,49.2
5251,3353,52,0,48.94,1,48.94
5301,3362,53,0,49.2,1,49.2
5351,3365,53,0,49.21,1,49.21
5401,3364,54,0,49.36,1,49.36
5450,3386,54,0,48.78,1,48.78
5499,3377,54,0,48.46,1,48.46
5548,3382,55,0,48.7,1,48.7
5597,3385,55,0,48.15,1,48.15
5646,3398,56,0,48.9,1,48.9
5695,3392,56,0,48.36,1,48.36
5744,3386,57,0,48.17,1,48.17
5793,3381,57,0,48.43,1,48.43
5842,3379,58,0,48.6,1,48.6
5891,3374,58,0,48.34,1,48.34
5940,3368,59,0,48.46,1,48.46
5988,3368,59,0,47.99,1,47.99
6037,3350,60,0,48.7,1,48.7
6086,3340,60,0,48.4,1,48.4
6135,3311,61,0,48.75,1,48.75
6185,3296,61,0,49.17,1,49.17
6234,3275,62,0,48.61,1,48.61
6283,3250,62,0,48.99,1,48.99
6333,3240,63,0,49.73,1,49.73
6383,3224,63,0,49.89,1,49.89
6434,3196,64,0,50.17,1,50.17
6486,3166,64,0,51.17,1,51.17
6537,3144,65,0,50.51,1,50.51
6588,3135,65,0,50.98,1,50.98
6640,3121,66,0,51.61,1,51.61
6692,3088,66,0,51.53,1,51.53
6744,3059,67,0,51.69,1,51.69
6797,3021,67,0,53.0,1,53.0
6851,2993,68,0,53.97,1,53.97
6907,2969,69,0,55.29,1,55.29
6963,2923,69,0,55.91,1,55.91
7021,2887,70,0,57.19,1,57.19
7078,2856,70,0,56.84,1,56.84
7137,2820,71,0,58.93,1,58.93
7196,2779,71,0,58.13,1,58.13
7255,2724,72,0,58.98,1,58.98
7315,2674,73,0,59.08,1,59.08
7375,2618,73,0,59.14,1,59.14
7435,2562,74,0,58.95,1,58.95
7495,2504,74,0,59.19,1,59.19
7556,2444,75,0,59.93,1,59.93
7617,2383,76,0,60.05,1,60.05
7678,2322,76,0,59.99,1,59.99
7739,2261,77,0,60.05,1,60.05
7800,2200,78,0,60.25,1,60.25
7860,2140,78,0,59.85,1,59.85
7920,2080,79,0,59.95,1,59.95
7987,2013,79,0,66.99,1,66.99
8059,1941,80,0,71.65,1,71.65
8135,1865,81,0,74.99,1,74.99
8211,1789,82,0,75.9,1,75.9
8290,1710,82,0,78.78,1,78.78
8375,1625,83,0,84.54,1,84.54
8466,1534,84,0,90.35,1,90.35
8561,1439,85,0,94.42,1,94.42
8662,1338,86,0,100.63,1,100.63
8775,1225,87,0,112.32,1,112.32
8897,1103,88,0,121.78,1,121.78
9037,963,90,0,139.94,1,139.94
9195,805,91,0,157.64,1,157.64
9398,602,93,0,202.96,1,202.96
9696,304,96,0,297.73,1,297.73
10000,0,100,0,548.72,1,548.72
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
