PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
652,252,6,0,650.83,1,650.83
1254,363,12,0,601.51,1,601.51
1837,426,18,0,582.79,1,582.79
2357,491,23,0,519.5,1,519.5
2863,539,28,0,504.84,1,504.84
3359,563,33,0,495.99,1,495.99
3847,655,38,0,487.37,1,487.37
4302,682,43,0,454.25,1,454.25
4759,691,47,0,456.53,1,456.53
5217,727,52,0,457.33,1,457.33
5670,760,56,0,452.74,1,452.74
6121,825,61,0,450.55,1,450.55
6582,843,65,0,459.98,1,459.98
7054,799,70,0,471.6,1,471.6
7536,766,75,0,481.06,1,481.06
8024,701,80,0,487.31,1,487.31
8532,573,85,0,507.35,1,507.35
9160,342,91,0,627.72,1,627.72
10000,0,100,0,864.71,1,864.71
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
10000,0,100,0,0.0,1,0.0
