PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
1017,326,2,0,1015.4,1,1015.4
1990,452,4,0,972.24,1,972.24
2940,535,7,0,949.97,1,949.97
3914,577,9,0,973.54,1,973.54
4854,644,12,0,939.11,1,939.11
5743,763,14,0,888.52,1,888.52
6645,789,16,0,901.52,1,901.52
7508,882,18,0,862.74,1,862.74
8378,969,20,0,869.56,1,869.56
9228,1053,23,0,849.73,1,849.73
10079,1066,25,0,850.59,1,850.59
10925,1092,27,0,845.53,1,845.53
11773,1140,29,0,847.15,1,847.15
12612,1127,31,0,838.35,1,838.35
13441,1171,33,0,828.63,1,828.63
14255,1211,35,0,812.93,1,812.93
15074,1246,37,0,817.72,1,817.72
15897,1258,39,0,822.35,1,822.35
16695,1321,41,0,797.85,1,797.85
17475,1385,43,0,779.67,1,779.67
18253,1424,45,0,777.85,1,777.85
19019,1489,47,0,765.03,1,765.03
19766,1531,49,0,746.68,1,746.68
20527,1525,51,0,760.88,1,760.88
21287,1535,53,0,759.64,1,759.64
22020,1647,55,0,732.88,1,732.88
22789,1597,56,0,768.17,1,768.17
23538,1578,58,0,748.79,1,748.79
24311,1568,60,0,772.01,1,772.01
25079,1586,62,0,767.11,1,767.11
25843,1609,64,0,762.89,1,762.89
26579,1672,66,0,735.95,1,735.95
27337,1669,68,0,757.9,1,757.9
28077,1696,70,0,739.78,1,739.78
28837,1669,72,0,759.83,1,759.83
29597,1656,73,0,758.97,1,758.97
30331,1673,75,0,733.22,1,733.22
31088,1632,77,0,756.17,1,756.17
31878,1500,79,0,789.69,1,789.69
32685,1402,81,0,806.18,1,806.18
33517,1291,83,0,831.43,1,831.43
34391,1108,85,0,872.77,1,872.77
35307,958,88,0,915.11,1,915.11
36262,803,90,0,954.98,1,954.98
37221,723,93,0,958.79,1,958.79
38262,488,95,0,1039.69,1,1039.69
39403,277,98,0,1139.72,1,1139.72
40000,0,100,0,1348.19,1,1348.19
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
40000,0,100,0,0.0,1,0.0
