PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
1021,304,1,0,1019.94,1,1019.94
1996,437,2,0,974.89,1,974.89
2926,537,3,0,929.51,1,929.51
3869,611,4,0,942.31,1,942.31
4778,719,5,0,908.78,1,908.78
5678,742,6,0,899.6,1,899.6
6548,842,7,0,869.55,1,869.55
7436,850,8,0,887.62,1,887.62
8271,969,9,0,834.6,1,834.6
9121,981,10,0,849.31,1,849.31
9968,1027,11,0,845.9,1,845.9
10799,1100,11,0,830.59,1,830.59
11614,1159,12,0,814.98,1,814.98
12436,1162,13,0,820.92,1,820.92
13259,1179,14,0,822.71,1,822.71
14084,1188,15,0,824.19,1,824.19
14880,1251,16,0,795.97,1,795.97
15670,1289,17,0,789.98,1,789.98
16460,1298,18,0,789.39,1,789.39
17255,1351,19,0,794.11,1,794.11
18029,1406,20,0,773.74,1,773.74
18802,1415,20,0,772.17,1,772.17
19564,1485,21,0,761.0,1,761.0
20325,1501,22,0,760.76,1,760.76
21089,1504,23,0,763.27,1,763.27
21843,1507,24,0,753.17,1,753.17
22587,1590,25,0,743.67,1,743.67
23328,1596,25,0,740.1,1,740.1
24066,1628,26,0,737.61,1,737.61
24803,1641,27,0,736.1,1,736.1
25541,1661,28,0,737.73,1,737.73
26260,1704,29,0,718.04,1,718.04
26992,1686,29,0,731.66,1,731.66
27719,1684,30,0,726.09,1,726.09
28443,1740,31,0,723.79,1,723.79
29169,1756,32,0,724.84,1,724.84
29876,1814,33,0,705.85,1,705.85
30585,1810,33,0,708.88,1,708.88
31291,1828,34,0,705.05,1,705.05
31996,1917,35,0,704.83,1,704.83
32684,1941,36,0,686.84,1,686.84
33377,1956,37,0,692.83,1,692.83
34056,1997,37,0,678.0,1,678.0
34737,2019,38,0,680.84,1,680.84
35432,2043,39,0,694.26,1,694.26
36126,2000,40,0,693.61,1,693.61
36806,2045,40,0,679.32,1,679.32
37492,2045,41,0,685.96,1,685.96
38175,2030,42,0,682.58,1,682.58
38839,2084,43,0,663.36,1,663.36
39513,2084,43,0,673.68,1,673.68
40198,2085,44,0,684.82,1,684.82
40878,2076,45,0,679.57,1,679.57
41558,2076,46,0,679.99,1,679.99
42240,2106,46,0,681.15,1,681.15
42897,2162,47,0,656.05,1,656.05
43545,2176,48,0,647.39,1,647.39
44216,2158,49,0,670.66,1,670.66
44877,2204,49,0,660.47,1,660.47
45517,2288,50,0,639.14,1,639.14
46160,2281,51,0,642.53,1,642.53
46807,2273,52,0,645.96,1,645.96
47453,2297,52,0,645.5,1,645.5
48119,2262,53,0,665.89,1,665.89
48777,2239,54,0,657.22,1,657.22
49418,2316,54,0,640.53,1,640.53
50064,2356,55,0,645.13,1,645.13
50690,2406,56,0,625.73,1,625.73
51333,2374,57,0,642.61,1,642.61
51955,2417,57,0,621.21,1,621.21
52597,2406,58,0,641.54,1,641.54
53222,2397,59,0,624.68,1,624.68
53857,2385,59,0,634.58,1,634.58
54486,2423,60,0,628.1,1,628.1
55102,2473,61,0,615.76,1,615.76
55712,2524,61,0,609.33,1,609.33
56332,2530,62,0,619.76,1,619.76
56954,2511,63,0,621.04,1,621.04
57564,2580,63,0,609.49,1,609.49
58184,2561,64,0,619.29,1,619.29
58802,2538,65,0,617.1,1,617.1
59424,2587,66,0,621.32,1,621.32
60040,2583,66,0,614.87,1,614.87
60654,2598,67,0,613.46,1,613.46
61280,2568,68,0,625.79,1,625.79
61893,2575,68,0,612.71,1,612.71
62500,2642,69,0,606.82,1,606.82
63112,2657,70,0,611.81,1,611.81
63718,2675,70,0,605.24,1,605.24
64328,2626,71,0,609.79,1,609.79
64932,2645,72,0,603.3,1,603.3
65538,2664,72,0,605.69,1,605.69
66154,2658,73,0,614.98,1,614.98
66762,2575,74,0,607.46,1,607.46
67393,2470,74,0,630.54,1,630.54
68026,2478,75,0,632.99,1,632.99
68659,2448,76,0,632.88,1,632.88
69291,2449,76,0,631.22,1,631.22
69924,2421,77,0,632.02,1,632.02
70560,2414,78,0,635.15,1,635.15
71192,2438,79,0,631.88,1,631.88
71823,2422,79,0,630.49,1,630.49
72469,2365,80,0,645.68,1,645.68
73124,2296,81,0,654.7,1,654.7
73767,2316,81,0,642.92,1,642.92
74416,2279,82,0,648.29,1,648.29
75061,2276,83,0,644.51,1,644.51
75736,2196,84,0,674.01,1,674.01
76406,2180,84,0,669.51,1,669.51
77087,2106,85,0,680.27,1,680.27
77767,2040,86,0,679.55,1,679.55
78471,1959,87,0,703.84,1,703.84
79191,1834,87,0,719.82,1,719.82
79910,1771,88,0,718.35,1,718.35
80686,1581,89,0,775.63,1,775.63
81484,1471,90,0,797.14,1,797.14
82301,1303,91,0,816.61,1,816.61
83132,1182,92,0,830.78,1,830.78
84005,1048,93,0,872.38,1,872.38
84897,981,94,0,891.34,1,891.34
85805,850,95,0,906.86,1,906.86
86737,736,96,0,931.7,1,931.7
87723,582,97,0,985.91,1,985.91
88745,420,98,0,1021.85,1,1021.85
89971,25,99,0,1225.96,1,1225.96
90000,0,100,0,781.46,1,781.46
90000,0,100,0,0.0,1,0.0
90000,0,100,0,0.0,1,0.0
90000,0,100,0,0.0,1,0.0
90000,0,100,0,0.0,1,0.0
90000,0,100,0,0.0,1,0.0
