PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
533,207,0,0,531.43,1,531.43
910,306,1,0,376.06,1,376.06
1245,341,1,0,334.62,1,334.62
1586,417,1,0,339.97,2,169.98
2095,459,2,1,508.45,2,254.22
2560,523,2,2,463.16,2,231.58
3016,539,3,2,454.13,2,227.07
3485,618,3,3,467.19,3,155.73
4044,648,4,5,558.32,3,186.11
4589,694,5,6,542.81,3,180.94
5101,714,5,7,511.61,3,170.54
5596,743,6,7,494.44,3,164.81
6084,796,6,7,487.57,3,162.52
6662,849,7,10,576.66,4,144.16
7225,886,8,14,562.86,4,140.72
7768,902,8,16,542.51,4,135.63
8298,978,9,18,527.05,4,131.76
8826,988,9,18,527.01,4,131.75
9418,994,10,18,590.64,4,147.66
10008,1041,11,20,588.97,5,117.79
10600,1031,11,23,588.19,5,117.64
11198,1072,12,25,597.62,5,119.52
11778,1075,13,26,579.86,5,115.97
12350,1060,13,28,569.93,5,113.99
12939,1080,14,29,584.74,5,116.95
13509,1147,15,29,566.33,5,113.27
14052,1166,15,31,541.2,5,108.24
14590,1184,16,31,534.33,5,106.87
15195,1236,16,32,602.58,6,100.43
15813,1251,17,32,616.08,6,102.68
16401,1299,18,32,586.0,6,97.67
16997,1340,18,36,593.12,6,98.85
17572,1329,19,37,573.85,6,95.64
18166,1351,20,37,590.09,6,98.35
18741,1398,20,39,574.99,7,82.14
19318,1389,21,40,573.32,6,95.55
19929,1406,22,42,605.72,7,86.53
20509,1387,22,43,579.66,6,96.61
21091,1409,23,46,577.95,7,82.56
21693,1446,24,53,601.11,7,85.87
22308,1508,24,54,611.63,7,87.38
22942,1506,25,57,629.53,7,89.93
23590,1520,26,60,644.36,7,92.05
24245,1519,26,63,654.43,7,93.49
24895,1559,27,64,645.04,7,92.15
25512,1567,28,70,614.24,7,87.75
26175,1617,29,73,660.52,8,82.57
26839,1606,29,73,661.34,8,82.67
27541,1689,30,75,700.48,8,87.56
28187,1705,31,77,643.2,8,80.4
28946,1776,32,78,758.49,8,94.81
29691,1835,32,81,740.5,9,82.28
30418,1869,33,83,720.83,9,80.09
31125,1860,34,87,702.41,9,78.05
31840,1864,35,92,711.0,9,79.0
32495,1849,36,94,654.98,9,72.78
33156,1837,36,98,658.38,9,73.15
33813,1914,37,98,653.24,9,72.58
34465,1939,38,103,650.16,9,72.24
35099,1963,38,108,631.88,9,70.21
35763,1968,39,111,660.58,9,73.4
36458,2004,40,112,693.45,10,69.35
37147,1989,41,113,684.44,9,76.05
37787,2000,41,116,639.92,9,71.1
38445,2086,42,119,657.25,10,65.72
39111,2114,43,121,665.78,10,66.58
39812,2144,44,122,697.55,10,69.76
40490,2155,44,127,677.89,10,67.79
41194,2137,45,130,695.83,10,69.58
41843,2142,46,131,643.81,10,64.38
42533,2189,47,135,686.3,10,68.63
43184,2225,47,137,650.96,11,59.18
43857,2242,48,138,672.91,11,61.17
44559,2202,49,140,695.51,11,63.23
45374,2203,50,143,814.41,11,74.04
46170,2311,51,147,795.83,11,72.35
46929,2343,52,150,752.93,11,68.45
47708,2352,53,152,773.72,11,70.34
48452,2294,53,153,743.93,11,67.63
49235,2327,54,154,780.73,11,70.98
50015,2373,55,155,779.94,11,70.9
50897,2394,56,158,881.94,11,80.18
51663,2346,57,161,760.34,11,69.12
52434,2408,58,166,767.74,12,63.98
53183,2415,59,169,747.22,12,62.27
53875,2431,59,172,691.21,12,57.6
54544,2469,60,175,668.01,12,55.67
55241,2503,61,175,696.9,12,58.07
55935,2537,62,176,692.88,12,57.74
56617,2577,62,178,681.86,12,56.82
57341,2622,63,182,715.32,13,55.02
58103,2679,64,187,761.17,13,58.55
58881,2638,65,189,777.94,13,59.84
59659,2595,66,191,777.96,12,64.83
60398,2585,67,192,738.04,12,61.5
61152,2627,67,193,753.96,13,58.0
61948,2648,68,195,795.88,13,61.22
62732,2647,69,198,783.64,13,60.28
63500,2706,70,200,767.68,13,59.05
64266,2735,71,204,765.97,13,58.92
65030,2728,72,206,763.85,13,58.76
65820,2776,73,208,789.89,13,60.76
66599,2799,73,213,778.89,14,55.63
67414,2820,74,216,814.94,14,58.21
68211,2796,75,217,796.9,13,61.3
68967,2762,76,219,755.87,13,58.14
69723,2703,77,221,755.95,13,58.15
70489,2653,78,222,765.8,13,58.91
71240,2606,79,226,750.84,13,57.76
71978,2508,79,226,736.7,12,61.39
72746,2471,80,229,767.92,12,63.99
73526,2412,81,231,775.0,12,64.58
74292,2327,82,236,761.23,11,69.2
75057,2292,83,241,762.71,11,69.34
75825,2144,84,243,767.96,10,76.8
76662,2032,85,248,832.92,10,83.29
77417,1873,86,250,753.32,9,83.7
78194,1782,86,252,773.67,8,96.71
78848,1703,87,254,653.16,8,81.65
79475,1611,88,259,620.47,8,77.56
80071,1498,88,260,591.96,7,84.57
80728,1417,89,261,654.11,7,93.44
81275,1319,90,261,546.47,6,91.08
81842,1235,90,264,562.92,6,93.82
82401,1129,91,267,554.97,5,110.99
82955,1079,92,268,553.27,5,110.65
83546,998,92,272,590.3,4,147.57
84041,946,93,272,491.89,4,122.97
84550,940,93,275,507.47,4,126.87
85077,853,94,276,525.29,4,131.32
85602,730,95,280,522.5,3,174.17
86093,712,95,281,489.51,3,163.17
86593,637,96,282,499.93,3,166.64
87076,592,96,284,482.1,2,241.05
87477,512,97,285,399.5,2,199.75
87937,421,97,285,459.13,2,229.57
88307,394,98,285,368.89,1,368.89
88603,331,98,285,295.13,1,295.13
88929,274,98,285,325.33,1,325.33
89283,227,99,285,353.27,1,353.27
89769,78,99,285,485.92,1,485.92
90000,0,100,285,760.36,1,760.36
90000,0,100,285,0.0,1,0.0
90000,0,100,285,0.0,1,0.0
90000,0,100,285,0.0,1,0.0
90000,0,100,285,0.0,1,0.0
90000,0,100,285,0.0,1,0.0
