PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,3,0,0,0.04,1,0.04
520,59,3,0,518.07,1,518.07
831,72,5,0,310.28,1,310.28
1093,82,6,0,261.91,1,261.91
1328,90,8,0,234.15,1,234.15
1540,98,9,0,211.31,1,211.31
1738,103,10,0,197.07,1,197.07
1929,107,11,0,190.27,1,190.27
2113,108,12,0,183.81,1,183.81
2289,121,13,0,175.77,1,175.77
2459,127,15,0,169.65,1,169.65
2620,132,15,0,160.74,1,160.74
2777,132,16,0,156.11,1,156.11
2930,137,17,0,152.06,1,152.06
3080,140,18,0,149.91,1,149.91
3224,140,19,0,143.18,1,143.18
3364,147,20,0,139.72,1,139.72
3502,143,21,0,137.46,1,137.46
3641,148,22,0,138.75,1,138.75
3777,147,23,0,135.16,1,135.16
3911,158,23,0,132.98,1,132.98
4043,157,24,0,131.16,1,131.16
4172,160,25,0,128.74,1,128.74
4298,168,26,0,125.7,1,125.7
4422,159,26,0,123.88,1,123.88
4546,162,27,0,123.62,1,123.62
4669,170,28,0,122.35,1,122.35
4788,173,29,0,118.81,1,118.81
4909,169,29,0,120.13,1,120.13
5029,175,30,0,119.07,1,119.07
5145,175,31,0,115.57,1,115.57
5260,180,32,0,114.12,1,114.12
5374,179,32,0,113.66,1,113.66
5485,185,33,0,110.03,1,110.03
5594,184,34,0,108.65,1,108.65
5702,188,34,0,107.6,1,107.6
5811,191,35,0,108.55,1,108.55
5917,193,36,0,105.4,1,105.4
6023,192,36,0,105.22,1,105.22
6129,197,37,0,105.9,1,105.9
6234,197,38,0,104.9,1,104.9
6337,195,38,0,102.4,1,102.4
6442,195,39,0,104.28,1,104.28
6545,197,39,0,102.49,1,102.49
6648,198,40,0,102.49,1,102.49
6748,211,41,0,99.93,1,99.93
6845,212,41,0,96.97,1,96.97
6942,208,42,0,96.69,1,96.69
7040,210,42,0,97.94,1,97.94
7138,210,43,0,97.24,1,97.24
7234,210,44,0,95.46,1,95.46
7320,218,44,0,85.46,1,85.46
7415,217,45,0,93.94,1,93.94
7506,215,45,0,90.52,1,90.52
7600,221,46,0,93.7,1,93.7
7693,220,46,0,92.77,1,92.77
7787,219,47,0,93.44,1,93.44
7881,216,48,0,93.15,1,93.15
7975,220,48,0,93.46,1,93.46
8060,224,49,0,84.73,1,84.73
8151,222,49,0,90.14,1,90.14
8241,223,50,0,89.83,1,89.83
8332,224,50,0,90.42,1,90.42
8422,229,51,0,89.31,1,89.31
8511,231,51,0,88.42,1,88.42
8599,223,52,0,87.98,1,87.98
8689,225,53,0,89.41,1,89.41
8779,228,53,0,89.92,1,89.92
8868,230,54,0,88.33,1,88.33
8957,236,54,0,88.04,1,88.04
9044,235,55,0,86.3,1,86.3
9131,232,55,0,86.64,1,86.64
9216,240,56,0,84.87,1,84.87
9302,238,56,0,85.64,1,85.64
9387,240,57,0,84.14,1,84.14
9471,245,57,0,83.55,1,83.55
9554,246,58,0,82.94,1,82.94
9637,249,58,0,82.05,1,82.05
9719,251,59,0,81.71,1,81.71
9800,253,59,0,80.5,1,80.5
9881,252,60,0,80.36,1,80.36
9962,253,60,0,80.53,1,80.53
10043,245,61,0,80.42,1,80.42
10127,246,61,0,83.25,1,83.25
10210,246,62,0,82.16,1,82.16
10293,250,62,0,82.09,1,82.09
10376,253,63,0,82.13,1,82.13
10456,255,63,0,79.19,1,79.19
10537,256,64,0,80.6,1,80.6
10617,255,64,0,79.04,1,79.04
10698,250,65,0,80.23,1,80.23
10779,254,65,0,80.98,1,80.98
10861,260,66,0,80.96,1,80.96
10940,256,66,0,78.38,1,78.38
11020,259,67,0,79.23,1,79.23
11097,264,67,0,76.79,1,76.79
11174,264,68,0,76.53,1,76.53
11250,269,68,0,75.51,1,75.51
11327,267,69,0,76.39,1,76.39
11404,265,69,0,76.39,1,76.39
11482,261,70,0,77.95,1,77.95
11560,267,70,0,77.95,1,77.95
11636,273,71,0,75.09,1,75.09
11711,274,71,0,74.24,1,74.24
11786,275,71,0,74.42,1,74.42
11862,269,72,0,75.58,1,75.58
11939,276,72,0,76.16,1,76.16
12014,274,73,0,74.45,1,74.45
12089,268,73,0,74.88,1,74.88
12165,272,74,0,75.47,1,75.47
12242,265,74,0,76.35,1,76.35
12319,263,75,0,76.77,1,76.77
12397,261,75,0,77.86,1,77.86
12476,257,76,0,78.25,1,78.25
12555,261,76,0,78.59,1,78.59
12634,256,77,0,78.93,1,78.93
