PixelsColored,PixelsAvailable,PercentComplete,TotalCollisions,Rate,WorkerCount,RatePerWorker
1,8,0,0,0.04,1,0.04
928,292,0,0,926.16,1,926.16
1823,437,0,0,894.45,1,894.45
2704,529,0,0,880.95,1,880.95
3573,620,0,0,868.66,1,868.66
4437,670,0,0,863.09,1,863.09
5279,736,0,0,841.48,1,841.48
6095,851,0,0,815.58,1,815.58
6922,854,0,0,826.11,1,826.11
7726,946,0,0,803.15,1,803.15
8538,935,0,0,811.54,1,811.54
9347,956,0,0,808.77,1,808.77
10141,1023,1,0,793.61,1,793.61
10928,1061,1,0,786.81,1,786.81
11722,1071,1,0,793.02,1,793.02
12470,1198,1,0,747.55,1,747.55
13231,1217,1,0,760.35,1,760.35
13979,1291,1,0,747.89,1,747.89
14746,1281,1,0,766.09,1,766.09
15490,1293,1,0,743.45,1,743.45
16236,1310,1,0,745.25,1,745.25
16953,1401,1,0,716.37,1,716.37
17662,1428,1,0,708.98,1,708.98
18395,1455,1,0,732.93,1,732.93
19109,1486,1,0,713.61,1,713.61
19840,1468,1,0,730.26,1,730.26
20550,1525,2,0,709.65,1,709.65
21256,1535,2,0,705.63,1,705.63
21956,1557,2,0,699.48,1,699.48
22645,1569,2,0,688.56,1,688.56
23348,1558,2,0,702.7,1,702.7
24046,1597,2,0,697.82,1,697.82
24745,1621,2,0,698.75,1,698.75
25428,1664,2,0,682.38,1,682.38
26128,1682,2,0,699.96,1,699.96
26800,1751,2,0,671.53,1,671.53
27480,1762,2,0,679.8,1,679.8
28142,1807,2,0,660.89,1,660.89
28815,1824,2,0,672.1,1,672.1
29481,1850,2,0,664.98,1,664.98
30137,1873,3,0,654.84,1,654.84
30789,1887,3,0,651.21,1,651.21
31450,1875,3,0,660.84,1,660.84
32100,1928,3,0,649.59,1,649.59
32769,1882,3,0,668.73,1,668.73
33417,1944,3,0,647.46,1,647.46
34076,1953,3,0,658.92,1,658.92
34736,1948,3,0,659.53,1,659.53
35379,1962,3,0,642.67,1,642.67
36024,1985,3,0,644.99,1,644.99
36677,2027,3,0,652.66,1,652.66
37301,2050,3,0,623.38,1,623.38
37941,2096,3,0,639.08,1,639.08
38573,2108,3,0,631.11,1,631.11
39206,2146,3,0,632.52,1,632.52
39848,2123,3,0,641.28,1,641.28
40473,2169,4,0,624.94,1,624.94
41104,2166,4,0,630.41,1,630.41
41735,2161,4,0,630.72,1,630.72
42356,2168,4,0,620.91,1,620.91
42983,2180,4,0,626.81,1,626.81
43612,2144,4,0,627.9,1,627.9
44211,2205,4,0,598.95,1,598.95
44824,2245,4,0,612.42,1,612.42
45436,2289,4,0,611.13,1,611.13
46033,2316,4,0,596.88,1,596.88
46655,2281,4,0,621.46,1,621.46
47267,2253,4,0,611.68,1,611.68
47868,2340,4,0,600.48,1,600.48
48475,2312,4,0,606.32,1,606.32
49076,2361,4,0,600.64,1,600.64
49684,2320,4,0,607.94,1,607.94
50300,2340,5,0,615.55,1,615.55
50902,2371,5,0,601.43,1,601.43
51487,2442,5,0,584.49,1,584.49
52084,2447,5,0,596.05,1,596.05
52693,2416,5,0,608.92,1,608.92
53302,2394,5,0,608.46,1,608.46
53889,2428,5,0,586.89,1,586.89
54479,2432,5,0,589.52,1,589.52
55083,2440,5,0,603.85,1,603.85
55674,2502,5,0,590.87,1,590.87
56255,2545,5,0,580.77,1,580.77
56824,2560,5,0,568.67,1,568.67
57413,2518,5,0,588.54,1,588.54
58003,2493,5,0,589.98,1,589.98
58544,2534,5,0,540.09,1,540.09
59081,2572,5,0,536.61,1,536.61
59662,2581,5,0,580.14,1,580.14
60247,2608,6,0,584.43,1,584.43
60838,2570,6,0,590.17,1,590.17
61414,2605,6,0,575.43,1,575.43
61969,2643,6,0,554.2,1,554.2
62539,2678,6,0,569.88,1,569.88
63112,2665,6,0,572.38,1,572.38
63677,2692,6,0,564.18,1,564.18
64255,2664,6,0,577.39,1,577.39
64822,2729,6,0,566.69,1,566.69
65382,2685,6,0,559.99,1,559.99
65948,2699,6,0,564.86,1,564.86
66513,2735,6,0,564.71,1,564.71
67074,2783,6,0,560.9,1,560.9
67641,2745,6,0,566.18,1,566.18
68213,2739,6,0,571.26,1,571.26
68784,2746,6,0,569.85,1,569.85
69342,2802,6,0,557.31,1,557.31
69887,2862,6,0,544.22,1,544.22
70442,2826,7,0,554.86,1,554.86
71006,2827,7,0,563.88,1,563.88
71563,2818,7,0,556.38,1,556.38
72110,2887,7,0,546.65,1,546.65
72648,2884,7,0,537.96,1,537.96
73198,2900,7,0,549.45,1,549.45
73749,2849,7,0,550.24,1,550.24
74303,2875,7,0,553.73,1,553.73
74850,2879,7,0,546.07,1,546.07
75401,2892,7,0,550.86,1,550.86
75945,2885,7,0,543.04,1,543.04
76495,2901,7,0,549.72,1,549.72
77045,2948,7,0,549.71,1,549.71
77586,2902,7,0,540.87,1,540.87
78134,2875,7,0,547.87,1,547.87
78670,2926,7,0,535.62,1,535.62
79198,2997,7,0,527.78,1,527.78
79728,2974,7,0,529.76,1,529.76
80260,3039,8,0,531.58,1,531.58
80795,3055,8,0,534.91,1,534.91
81343,3011,8,0,547.04,1,547.04
81885,3003,8,0,541.79,1,541.79
82428,2997,8,0,542.57,1,542.57
82970,3030,8,0,541.88,1,541.88
83510,3027,8,0,539.35,1,539.35
84056,2992,8,0,545.53,1,545.53
84599,3030,8,0,542.42,1,542.42
85139,3033,8,0,538.95,1,538.95
85676,3063,8,0,536.57,1,536.57
86210,3088,8,0,533.63,1,533.63
86749,3104,8,0,538.07,1,538.07
87288,3088,8,0,538.23,1,538.23
87823,3123,8,0,534.0,1,534.0
88359,3123,8,0,534.86,1,534.86
88889,3140,8,0,529.82,1,529.82
89422,3118,8,0,532.23,1,532.23
89949,3130,8,0,526.52,1,526.52
90482,3111,9,0,532.14,1,532.14
91016,3087,9,0,533.18,1,533.18
91552,3091,9,0,535.18,1,535.18
92086,3130,9,0,533.64,1,533.64
92624,3136,9,0,537.43,1,537.43
93153,3112,9,0,528.37,1,528.37
93685,3137,9,0,531.28,1,531.28
94214,3182,9,0,528.45,1,528.45
94737,3173,9,0,522.2,1,522.2
95258,3195,9,0,520.33,1,520.33
95773,3230,9,0,514.36,1,514.36
96256,3306,9,0,482.3,1,482.3
96764,3294,9,0,507.48,1,507.48
97262,3274,9,0,497.72,1,497.72
97786,3273,9,0,523.5,1,523.5
98310,3229,9,0,523.67,1,523.67
98828,3258,9,0,517.81,1,517.81
99340,3232,9,0,511.47,1,511.47
99853,3253,9,0,512.16,1,512.16
100333,3294,10,0,479.84,1,479.84
100821,3298,10,0,487.83,1,487.83
101326,3342,10,0,504.52,1,504.52
101823,3404,10,0,496.96,1,496.96
102323,3385,10,0,499.33,1,499.33
102837,3337,10,0,513.81,1,513.81
103348,3318,10,0,510.7,1,510.7
103854,3336,10,0,505.21,1,505.21
104360,3396,10,0,505.11,1,505.11
104864,3432,10,0,503.51,1,503.51
105361,3456,10,0,496.45,1,496.45
105866,3428,10,0,503.95,1,503.95
106368,3421,10,0,501.27,1,501.27
106881,3387,10,0,512.34,1,512.34
107393,3357,10,0,511.57,1,511.57
107899,3339,10,0,505.23,1,505.23
108406,3355,10,0,506.42,1,506.42
108913,3382,10,0,506.11,1,506.11
109429,3357,10,0,515.63,1,515.63
109933,3394,10,0,503.96,1,503.96
110440,3393,11,0,506.66,1,506.66
110941,3396,11,0,500.8,1,500.8
111440,3427,11,0,498.92,1,498.92
111948,3387,11,0,507.69,1,507.69
112452,3384,11,0,503.07,1,503.07
112957,3416,11,0,504.89,1,504.89
113460,3438,11,0,502.45,1,502.45
113956,3463,11,0,495.9,1,495.9
114450,3442,11,0,493.24,1,493.24
114955,3423,11,0,504.61,1,504.61
115448,3439,11,0,492.44,1,492.44
115933,3491,11,0,484.46,1,484.46
116430,3504,11,0,496.68,1,496.68
116926,3503,11,0,495.74,1,495.74
117417,3506,11,0,490.78,1,490.78
117908,3536,11,0,490.87,1,490.87
118403,3564,11,0,494.87,1,494.87
118891,3580,11,0,487.96,1,487.96
119383,3593,11,0,491.95,1,491.95
119871,3596,11,0,487.42,1,487.42
120359,3600,12,0,487.35,1,487.35
120850,3581,12,0,490.09,1,490.09
121337,3604,12,0,486.73,1,486.73
121825,3640,12,0,486.91,1,486.91
122299,3686,12,0,473.76,1,473.76
122787,3627,12,0,487.26,1,487.26
123265,3643,12,0,477.73,1,477.73
123755,3631,12,0,489.4,1,489.4
124237,3609,12,0,481.46,1,481.46
124727,3588,12,0,489.81,1,489.81
125208,3629,12,0,480.91,1,480.91
125698,3617,12,0,489.37,1,489.37
126183,3658,12,0,484.35,1,484.35
126667,3637,12,0,483.9,1,483.9
127151,3640,12,0,483.59,1,483.59
127633,3673,12,0,481.28,1,481.28
128118,3624,12,0,484.84,1,484.84
128601,3666,12,0,482.44,1,482.44
129086,3664,12,0,484.45,1,484.45
129572,3655,12,0,485.76,1,485.76
130067,3633,13,0,494.27,1,494.27
130556,3639,13,0,488.52,1,488.52
131045,3674,13,0,488.05,1,488.05
131526,3675,13,0,480.57,1,480.57
132007,3719,13,0,480.31,1,480.31
132484,3771,13,0,476.9,1,476.9
132967,3758,13,0,482.33,1,482.33
133446,3779,13,0,478.8,1,478.8
133927,3798,13,0,480.67,1,480.67
134400,3834,13,0,472.18,1,472.18
134864,3859,13,0,463.8,1,463.8
135331,3888,13,0,466.68,1,466.68
135791,3901,13,0,459.77,1,459.77
